Team,Round,Date,Year,Total Points,RoundOrder
Carlton,R6,28/4/2019,2019,13.1,6
Collingwood,R6,25/4/2019,2019,10.13,6
Essendon,R6,25/4/2019,2019,10.9,6
Fremantle,R6,27/4/2019,2019,13.1,6
Geelong,R6,28/4/2019,2019,15.14,6
Gold Coast,R6,27/4/2019,2019,9.8,6
Greater Western Sydney,R6,27/4/2019,2019,18.12,6
Hawthorn,R6,28/4/2019,2019,13.15,6
Melbourne,R6,24/4/2019,2019,6.6,6
North Melbourne,R6,26/4/2019,2019,11.6,6
Port Adelaide,R6,26/4/2019,2019,12.16,6
Richmond,R6,24/4/2019,2019,12.13,6
St Kilda,R6,27/4/2019,2019,10.8,6
Sydney,R6,27/4/2019,2019,12.7,6
West Coast,R6,28/4/2019,2019,7.4,6
Western Bulldogs,R6,27/4/2019,2019,9.15,6
Adelaide,R7,5/5/2019,2019,7.9,7
Brisbane Lions,R7,4/5/2019,2019,14.19,7
Carlton,R7,5/5/2019,2019,8.14,7
Collingwood,R7,3/5/2019,2019,15.18,7
Essendon,R7,5/5/2019,2019,7.12,7
Fremantle,R7,5/5/2019,2019,5.4,7
Geelong,R7,5/5/2019,2019,13.8,7
Gold Coast,R7,4/5/2019,2019,8.9,7
Greater Western Sydney,R7,4/5/2019,2019,18.6,7
Hawthorn,R7,4/5/2019,2019,11.8,7
Melbourne,R7,4/5/2019,2019,11.13,7
North Melbourne,R7,5/5/2019,2019,18.12,7
Port Adelaide,R7,3/5/2019,2019,10.9,7
Richmond,R7,4/5/2019,2019,7.1,7
St Kilda,R7,4/5/2019,2019,10.1,7
Sydney,R7,4/5/2019,2019,12.9,7
West Coast,R7,4/5/2019,2019,11.14,7
Western Bulldogs,R7,4/5/2019,2019,15.9,7
Adelaide,R8,11/5/2019,2019,13.1,8
Brisbane Lions,R8,11/5/2019,2019,11.1,8
Carlton,R8,11/5/2019,2019,13.9,8
Collingwood,R8,11/5/2019,2019,16.1,8
Essendon,R8,10/5/2019,2019,10.12,8
Fremantle,R8,12/5/2019,2019,12.14,8
Geelong,R8,12/5/2019,2019,16.8,8
Gold Coast,R8,11/5/2019,2019,9.6,8
Greater Western Sydney,R8,12/5/2019,2019,5.8,8
Hawthorn,R8,12/5/2019,2019,10.11,8
Melbourne,R8,11/5/2019,2019,8.13,8
North Melbourne,R8,12/5/2019,2019,11.14,8
Port Adelaide,R8,11/5/2019,2019,9.14,8
Richmond,R8,12/5/2019,2019,17.9,8
St Kilda,R8,11/5/2019,2019,10.1,8
Sydney,R8,10/5/2019,2019,11.11,8
West Coast,R8,11/5/2019,2019,12.16,8
Western Bulldogs,R8,11/5/2019,2019,13.14,8
Adelaide,R9,18/5/2019,2019,13.14,9
Brisbane Lions,R9,18/5/2019,2019,13.15,9
Carlton,R9,19/5/2019,2019,7.3,9
Collingwood,R9,18/5/2019,2019,17.1,9
Essendon,R9,18/5/2019,2019,8.12,9
Fremantle,R9,18/5/2019,2019,7.11,9
Geelong,R9,18/5/2019,2019,21.7,9
Gold Coast,R9,19/5/2019,2019,7.9,9
Greater Western Sydney,R9,19/5/2019,2019,20.18,9
Hawthorn,R9,19/5/2019,2019,8.11,9
Melbourne,R9,17/5/2019,2019,9.15,9
North Melbourne,R9,18/5/2019,2019,10.12,9
Port Adelaide,R9,19/5/2019,2019,13.11,9
Richmond,R9,19/5/2019,2019,14.11,9
St Kilda,R9,18/5/2019,2019,10.11,9
Sydney,R9,18/5/2019,2019,11.11,9
West Coast,R9,17/5/2019,2019,13.7,9
Western Bulldogs,R9,18/5/2019,2019,13.11,9
Adelaide,R10,25/5/2019,2019,10.13,10
Brisbane Lions,R10,26/5/2019,2019,10.12,10
Carlton,R10,26/5/2019,2019,8.7,10
Collingwood,R10,24/5/2019,2019,11.14,10
Essendon,R10,25/5/2019,2019,6.14,10
Fremantle,R10,26/5/2019,2019,10.13,10
Geelong,R10,25/5/2019,2019,13.13,10
Gold Coast,R10,25/5/2019,2019,9.1,10
Greater Western Sydney,R10,26/5/2019,2019,14.1,10
Hawthorn,R10,25/5/2019,2019,12.8,10
Melbourne,R10,26/5/2019,2019,10.8,10
North Melbourne,R10,25/5/2019,2019,18.7,10
Port Adelaide,R10,25/5/2019,2019,6.13,10
Richmond,R10,25/5/2019,2019,10.13,10
St Kilda,R10,26/5/2019,2019,9.14,10
Sydney,R10,24/5/2019,2019,11.7,10
West Coast,R10,25/5/2019,2019,13.7,10
Western Bulldogs,R10,25/5/2019,2019,13.12,10
Adelaide,R11,1/6/2019,2019,14.6,11
Brisbane Lions,R11,1/6/2019,2019,12.13,11
Carlton,R11,2/6/2019,2019,4.9,11
Collingwood,R11,1/6/2019,2019,11.9,11
Essendon,R11,2/6/2019,2019,11.8,11
Fremantle,R11,1/6/2019,2019,11.13,11
Geelong,R11,1/6/2019,2019,13.7,11
Gold Coast,R11,1/6/2019,2019,6.7,11
Greater Western Sydney,R11,1/6/2019,2019,19.12,11
Hawthorn,R11,1/6/2019,2019,10.6,11
Melbourne,R11,1/6/2019,2019,12.16,11
North Melbourne,R11,31/5/2019,2019,15.9,11
Port Adelaide,R11,2/6/2019,2019,22.7,11
Richmond,R11,31/5/2019,2019,9.8,11
St Kilda,R11,2/6/2019,2019,9.15,11
Sydney,R11,1/6/2019,2019,8.15,11
West Coast,R11,2/6/2019,2019,21.7,11
Western Bulldogs,R11,2/6/2019,2019,10.12,11
Adelaide,R12,8/6/2019,2019,12.1,12
Brisbane Lions,R12,8/6/2019,2019,9.9,12
Carlton,R12,8/6/2019,2019,11.12,12
Collingwood,R12,10/6/2019,2019,15.8,12
Geelong,R12,7/6/2019,2019,16.8,12
Gold Coast,R12,8/6/2019,2019,11.6,12
Greater Western Sydney,R12,8/6/2019,2019,9.7,12
Melbourne,R12,10/6/2019,2019,7.15,12
North Melbourne,R12,8/6/2019,2019,14.15,12
Richmond,R12,7/6/2019,2019,5.7,12
Sydney,R12,9/6/2019,2019,18.8,12
West Coast,R12,9/6/2019,2019,10.11,12
Adelaide,R13,13/6/2019,2019,15.11,13
Carlton,R13,15/6/2019,2019,15.1,13
Essendon,R13,14/6/2019,2019,14.12,13
Fremantle,R13,15/6/2019,2019,15.1,13
Gold Coast,R13,15/6/2019,2019,11.1,13
Greater Western Sydney,R13,16/6/2019,2019,14.7,13
Hawthorn,R13,14/6/2019,2019,11.11,13
North Melbourne,R13,16/6/2019,2019,10.8,13
Port Adelaide,R13,15/6/2019,2019,12.7,13
Richmond,R13,13/6/2019,2019,9.14,13
St Kilda,R13,15/6/2019,2019,11.14,13
Western Bulldogs,R13,15/6/2019,2019,15.13,13
Brisbane Lions,R14,22/6/2019,2019,17.13,14
Collingwood,R14,23/6/2019,2019,13.4,14
Essendon,R14,20/6/2019,2019,11.5,14
Fremantle,R14,22/6/2019,2019,11.5,14
Geelong,R14,22/6/2019,2019,8.8,14
Hawthorn,R14,21/6/2019,2019,9.9,14
Melbourne,R14,22/6/2019,2019,13.7,14
Port Adelaide,R14,22/6/2019,2019,9.13,14
St Kilda,R14,22/6/2019,2019,8.11,14
Sydney,R14,21/6/2019,2019,12.1,14
West Coast,R14,20/6/2019,2019,14.22,14
Western Bulldogs,R14,23/6/2019,2019,10.13,14
Adelaide,R15,28/6/2019,2019,10.9,15
Brisbane Lions,R15,30/6/2019,2019,15.17,15
Carlton,R15,30/6/2019,2019,11.13,15
Collingwood,R15,29/6/2019,2019,5.7,15
Essendon,R15,27/6/2019,2019,12.5,15
Fremantle,R15,30/6/2019,2019,11.9,15
Geelong,R15,28/6/2019,2019,14.12,15
Gold Coast,R15,29/6/2019,2019,7.9,15
Greater Western Sydney,R15,27/6/2019,2019,10.11,15
Hawthorn,R15,29/6/2019,2019,9.17,15
Melbourne,R15,30/6/2019,2019,11.8,15
North Melbourne,R15,29/6/2019,2019,11.15,15
Port Adelaide,R15,29/6/2019,2019,5.11,15
Richmond,R15,30/6/2019,2019,16.7,15
St Kilda,R15,30/6/2019,2019,10.1,15
Sydney,R15,29/6/2019,2019,14.9,15
West Coast,R15,29/6/2019,2019,11.11,15
Western Bulldogs,R15,29/6/2019,2019,10.6,15
Adelaide,R16,6/7/2019,2019,5.14,16
Brisbane Lions,R16,7/7/2019,2019,14.1,16
Carlton,R16,7/7/2019,2019,15.1,16
Collingwood,R16,5/7/2019,2019,9.9,16
Essendon,R16,6/7/2019,2019,11.1,16
Fremantle,R16,6/7/2019,2019,2.19,16
Geelong,R16,6/7/2019,2019,7.13,16
Gold Coast,R16,6/7/2019,2019,9.4,16
Greater Western Sydney,R16,7/7/2019,2019,11.8,16
Hawthorn,R16,5/7/2019,2019,9.13,16
Melbourne,R16,7/7/2019,2019,15.15,16
North Melbourne,R16,7/7/2019,2019,17.1,16
Port Adelaide,R16,6/7/2019,2019,15.11,16
Richmond,R16,6/7/2019,2019,23.12,16
St Kilda,R16,7/7/2019,2019,11.7,16
Sydney,R16,6/7/2019,2019,9.12,16
West Coast,R16,6/7/2019,2019,19.8,16
Western Bulldogs,R16,6/7/2019,2019,10.11,16
Adelaide,R17,13/7/2019,2019,23.13,17
Brisbane Lions,R17,14/7/2019,2019,14.13,17
Carlton,R17,13/7/2019,2019,9.15,17
Collingwood,R17,12/7/2019,2019,11.12,17
Essendon,R17,13/7/2019,2019,12.14,17
Fremantle,R17,13/7/2019,2019,8.5,17
Geelong,R17,13/7/2019,2019,12.12,17
Gold Coast,R17,13/7/2019,2019,8.8,17
Greater Western Sydney,R17,14/7/2019,2019,9.13,17
Hawthorn,R17,13/7/2019,2019,12.12,17
Melbourne,R17,14/7/2019,2019,9.12,17
North Melbourne,R17,13/7/2019,2019,12.9,17
Port Adelaide,R17,14/7/2019,2019,6.13,17
Richmond,R17,14/7/2019,2019,13.16,17
St Kilda,R17,13/7/2019,2019,8.9,17
Sydney,R17,13/7/2019,2019,8.14,17
West Coast,R17,12/7/2019,2019,12.5,17
Western Bulldogs,R17,14/7/2019,2019,10.14,17
Adelaide,R18,19/7/2019,2019,10.15,18
Brisbane Lions,R18,20/7/2019,2019,12.15,18
Carlton,R18,20/7/2019,2019,15.9,18
Collingwood,R18,20/7/2019,2019,11.9,18
Essendon,R18,19/7/2019,2019,15.6,18
Fremantle,R18,20/7/2019,2019,7.1,18
Geelong,R18,21/7/2019,2019,8.13,18
Gold Coast,R18,20/7/2019,2019,11.9,18
Greater Western Sydney,R18,20/7/2019,2019,19.8,18
Hawthorn,R18,21/7/2019,2019,12.13,18
Melbourne,R18,21/7/2019,2019,11.12,18
North Melbourne,R18,20/7/2019,2019,12.3,18
Port Adelaide,R18,20/7/2019,2019,9.9,18
Richmond,R18,20/7/2019,2019,15.11,18
St Kilda,R18,21/7/2019,2019,17.14,18
Sydney,R18,20/7/2019,2019,7.9,18
West Coast,R18,21/7/2019,2019,14.7,18
Western Bulldogs,R18,21/7/2019,2019,14.5,18
Adelaide,R19,27/7/2019,2019,9.6,19
Brisbane Lions,R19,27/7/2019,2019,13.9,19
Carlton,R19,27/7/2019,2019,13.9,19
Collingwood,R19,26/7/2019,2019,9.12,19
Essendon,R19,28/7/2019,2019,16.1,19
Fremantle,R19,28/7/2019,2019,9.12,19
Geelong,R19,28/7/2019,2019,16.11,19
Gold Coast,R19,28/7/2019,2019,15.6,19
Greater Western Sydney,R19,27/7/2019,2019,8.8,19
Hawthorn,R19,27/7/2019,2019,7.18,19
Melbourne,R19,27/7/2019,2019,13.7,19
North Melbourne,R19,27/7/2019,2019,10.12,19
Port Adelaide,R19,27/7/2019,2019,7.13,19
Richmond,R19,26/7/2019,2019,14.14,19
St Kilda,R19,27/7/2019,2019,15.14,19
Sydney,R19,28/7/2019,2019,12.8,19
West Coast,R19,27/7/2019,2019,18.13,19
Western Bulldogs,R19,28/7/2019,2019,16.17,19
Adelaide,R20,3/8/2019,2019,14.8,20
Brisbane Lions,R20,4/8/2019,2019,14.14,20
Carlton,R20,4/8/2019,2019,11.9,20
Collingwood,R20,4/8/2019,2019,18.12,20
Essendon,R20,3/8/2019,2019,9.13,20
Fremantle,R20,3/8/2019,2019,14.11,20
Geelong,R20,3/8/2019,2019,9.7,20
Gold Coast,R20,4/8/2019,2019,8.3,20
Greater Western Sydney,R20,3/8/2019,2019,12.11,20
Hawthorn,R20,2/8/2019,2019,9.1,20
Melbourne,R20,3/8/2019,2019,9.6,20
North Melbourne,R20,2/8/2019,2019,12.14,20
Port Adelaide,R20,3/8/2019,2019,19.12,20
Richmond,R20,3/8/2019,2019,13.15,20
St Kilda,R20,3/8/2019,2019,10.1,20
Sydney,R20,3/8/2019,2019,12.9,20
West Coast,R20,4/8/2019,2019,15.9,20
Western Bulldogs,R20,4/8/2019,2019,11.14,20
Adelaide,R21,11/8/2019,2019,12.8,21
Brisbane Lions,R21,10/8/2019,2019,22.12,21
Carlton,R21,11/8/2019,2019,6.9,21
Collingwood,R21,10/8/2019,2019,10.1,21
Essendon,R21,10/8/2019,2019,4.9,21
Fremantle,R21,11/8/2019,2019,10.9,21
Geelong,R21,10/8/2019,2019,9.15,21
Gold Coast,R21,10/8/2019,2019,8.5,21
Greater Western Sydney,R21,9/8/2019,2019,4.5,21
Hawthorn,R21,9/8/2019,2019,13.7,21
Melbourne,R21,10/8/2019,2019,7.11,21
North Melbourne,R21,10/8/2019,2019,1.8,21
Port Adelaide,R21,10/8/2019,2019,15.13,21
Richmond,R21,11/8/2019,2019,11.7,21
St Kilda,R21,11/8/2019,2019,10.12,21
Sydney,R21,10/8/2019,2019,7.14,21
West Coast,R21,11/8/2019,2019,13.12,21
Western Bulldogs,R21,10/8/2019,2019,21.11,21
Adelaide,R22,17/8/2019,2019,6.12,22
Brisbane Lions,R22,17/8/2019,2019,10.15,22
Carlton,R22,17/8/2019,2019,11.12,22
Collingwood,R22,17/8/2019,2019,17.12,22
Essendon,R22,17/8/2019,2019,13.9,22
Fremantle,R22,17/8/2019,2019,7.13,22
Geelong,R22,17/8/2019,2019,10.14,22
Gold Coast,R22,18/8/2019,2019,7.6,22
Greater Western Sydney,R22,18/8/2019,2019,9.11,22
Hawthorn,R22,18/8/2019,2019,18.1,22
Melbourne,R22,16/8/2019,2019,5.12,22
North Melbourne,R22,17/8/2019,2019,22.12,22
Port Adelaide,R22,17/8/2019,2019,8.1,22
Richmond,R22,18/8/2019,2019,13.1,22
St Kilda,R22,17/8/2019,2019,10.8,22
Sydney,R22,16/8/2019,2019,15.5,22
West Coast,R22,18/8/2019,2019,13.4,22
Western Bulldogs,R22,18/8/2019,2019,19.12,22
Adelaide,R23,25/8/2019,2019,13.9,23
Brisbane Lions,R23,25/8/2019,2019,8.7,23
Carlton,R23,24/8/2019,2019,8.13,23
Collingwood,R23,23/8/2019,2019,10.16,23
Essendon,R23,23/8/2019,2019,10.5,23
Fremantle,R23,25/8/2019,2019,10.7,23
Geelong,R23,24/8/2019,2019,19.15,23
Gold Coast,R23,24/8/2019,2019,7.13,23
Greater Western Sydney,R23,24/8/2019,2019,20.7,23
Hawthorn,R23,24/8/2019,2019,16.9,23
Melbourne,R23,24/8/2019,2019,12.11,23
North Melbourne,R23,24/8/2019,2019,13.1,23
Port Adelaide,R23,25/8/2019,2019,15.2,23
Richmond,R23,25/8/2019,2019,12.1,23
St Kilda,R23,24/8/2019,2019,8.16,23
Sydney,R23,24/8/2019,2019,17.7,23
West Coast,R23,24/8/2019,2019,9.13,23
Western Bulldogs,R23,25/8/2019,2019,18.13,23
Essendon,EF,5/9/2019,2019,9.7,25
Greater Western Sydney,EF,7/9/2019,2019,16.17,25
West Coast,EF,5/9/2019,2019,17.14,25
Western Bulldogs,EF,7/9/2019,2019,8.7,25
Brisbane Lions,QF,7/9/2019,2019,8.17,26
Collingwood,QF,6/9/2019,2019,9.7,26
Geelong,QF,6/9/2019,2019,7.9,26
Richmond,QF,7/9/2019,2019,18.4,26
Brisbane Lions,SF,14/9/2019,2019,11.14,27
Geelong,SF,13/9/2019,2019,13.1,27
Greater Western Sydney,SF,14/9/2019,2019,12.11,27
West Coast,SF,13/9/2019,2019,10.8,27
Collingwood,PF,21/9/2019,2019,7.1,28
Geelong,PF,20/9/2019,2019,9.12,28
Greater Western Sydney,PF,21/9/2019,2019,8.8,28
Richmond,PF,20/9/2019,2019,12.13,28
Greater Western Sydney,GF,28/9/2019,2019,3.7,29
Richmond,GF,28/9/2019,2019,17.12,29
Adelaide,R1,21/3/2020,2020,11.5,1
Brisbane Lions,R1,22/3/2020,2020,9.8,1
Carlton,R1,19/3/2020,2020,12.9,1
Collingwood,R1,20/3/2020,2020,13.8,1
Essendon,R1,21/3/2020,2020,9.9,1
Fremantle,R1,21/3/2020,2020,8.9,1
Geelong,R1,21/3/2020,2020,11.7,1
Gold Coast,R1,21/3/2020,2020,4.5,1
Greater Western Sydney,R1,21/3/2020,2020,17.3,1
Hawthorn,R1,22/3/2020,2020,14.6,1
Melbourne,R1,22/3/2020,2020,7.9,1
North Melbourne,R1,22/3/2020,2020,8.8,1
Port Adelaide,R1,21/3/2020,2020,10.16,1
Richmond,R1,19/3/2020,2020,16.9,1
St Kilda,R1,22/3/2020,2020,7.12,1
Sydney,R1,21/3/2020,2020,11.8,1
West Coast,R1,22/3/2020,2020,12.6,1
Western Bulldogs,R1,20/3/2020,2020,5.4,1
Adelaide,R2,13/6/2020,2020,5.5,2
Brisbane Lions,R2,13/6/2020,2020,12.9,2
Carlton,R2,13/6/2020,2020,7.11,2
Collingwood,R2,11/6/2020,2020,5.6,2
Essendon,R2,14/6/2020,2020,12.7,2
Fremantle,R2,13/6/2020,2020,10.9,2
Geelong,R2,12/6/2020,2020,17.6,2
Gold Coast,R2,13/6/2020,2020,14.6,2
Greater Western Sydney,R2,14/6/2020,2020,8.12,2
Hawthorn,R2,12/6/2020,2020,7.5,2
Melbourne,R2,13/6/2020,2020,8.6,2
North Melbourne,R2,14/6/2020,2020,12.8,2
Port Adelaide,R2,13/6/2020,2020,17.8,2
Richmond,R2,11/6/2020,2020,5.6,2
St Kilda,R2,14/6/2020,2020,14.4,2
Sydney,R2,14/6/2020,2020,11.7,2
West Coast,R2,13/6/2020,2020,6.1,2
Western Bulldogs,R2,14/6/2020,2020,7.7,2
Adelaide,R3,21/6/2020,2020,4.5,3
Brisbane Lions,R3,20/6/2020,2020,10.14,3
Carlton,R3,20/6/2020,2020,12.7,3
Collingwood,R3,20/6/2020,2020,12.9,3
Fremantle,R3,21/6/2020,2020,6.5,3
Geelong,R3,20/6/2020,2020,11.11,3
Gold Coast,R3,21/6/2020,2020,12.1,3
Greater Western Sydney,R3,19/6/2020,2020,4.9,3
Hawthorn,R3,18/6/2020,2020,11.5,3
North Melbourne,R3,20/6/2020,2020,8.12,3
Port Adelaide,R3,21/6/2020,2020,10.1,3
Richmond,R3,18/6/2020,2020,5.9,3
St Kilda,R3,20/6/2020,2020,5.7,3
Sydney,R3,20/6/2020,2020,10.11,3
West Coast,R3,20/6/2020,2020,6.8,3
Western Bulldogs,R3,19/6/2020,2020,8.9,3
Adelaide,R4,28/6/2020,2020,7.4,4
Brisbane Lions,R4,28/6/2020,2020,10.23,4
Carlton,R4,27/6/2020,2020,7.1,4
Collingwood,R4,26/6/2020,2020,9.1,4
Essendon,R4,27/6/2020,2020,8.3,4
Fremantle,R4,27/6/2020,2020,8.3,4
Geelong,R4,28/6/2020,2020,7.5,4
Gold Coast,R4,27/6/2020,2020,10.4,4
Greater Western Sydney,R4,26/6/2020,2020,10.6,4
Hawthorn,R4,28/6/2020,2020,8.1,4
Melbourne,R4,28/6/2020,2020,6.8,4
North Melbourne,R4,28/6/2020,2020,8.6,4
Port Adelaide,R4,27/6/2020,2020,13.11,4
Richmond,R4,27/6/2020,2020,10.7,4
St Kilda,R4,27/6/2020,2020,15.3,4
Sydney,R4,25/6/2020,2020,5.9,4
West Coast,R4,27/6/2020,2020,6.5,4
Western Bulldogs,R4,25/6/2020,2020,10.7,4
Adelaide,R5,5/7/2020,2020,4.1,5
Brisbane Lions,R5,4/7/2020,2020,12.13,5
Carlton,R5,2/7/2020,2020,8.7,5
Collingwood,R5,3/7/2020,2020,7.6,5
Essendon,R5,3/7/2020,2020,10.3,5
Fremantle,R5,5/7/2020,2020,8.6,5
Geelong,R5,4/7/2020,2020,13.11,5
Gold Coast,R5,4/7/2020,2020,8.4,5
Greater Western Sydney,R5,5/7/2020,2020,13.5,5
Hawthorn,R5,5/7/2020,2020,7.7,5
Melbourne,R5,5/7/2020,2020,8.4,5
North Melbourne,R5,4/7/2020,2020,5.8,5
Port Adelaide,R5,4/7/2020,2020,6.12,5
Richmond,R5,5/7/2020,2020,12.7,5
St Kilda,R5,2/7/2020,2020,11.7,5
Sydney,R5,4/7/2020,2020,6.7,5
West Coast,R5,4/7/2020,2020,11.11,5
Western Bulldogs,R5,4/7/2020,2020,13.9,5
Adelaide,R6,11/7/2020,2020,5.4,6
Brisbane Lions,R6,9/7/2020,2020,6.1,6
Carlton,R6,12/7/2020,2020,16.7,6
Collingwood,R6,10/7/2020,2020,8.11,6
Essendon,R6,11/7/2020,2020,9.13,6
Fremantle,R6,11/7/2020,2020,12.7,6
Geelong,R6,9/7/2020,2020,11.7,6
Gold Coast,R6,11/7/2020,2020,9.9,6
Greater Western Sydney,R6,12/7/2020,2020,6.1,6
Hawthorn,R6,10/7/2020,2020,3.9,6
Melbourne,R6,11/7/2020,2020,12.8,6
North Melbourne,R6,11/7/2020,2020,7.11,6
Port Adelaide,R6,12/7/2020,2020,9.9,6
Richmond,R6,12/7/2020,2020,4.1,6
St Kilda,R6,11/7/2020,2020,11.7,6
Sydney,R6,12/7/2020,2020,3.8,6
West Coast,R6,11/7/2020,2020,10.7,6
Western Bulldogs,R6,12/7/2020,2020,7.9,6
Adelaide,R7,20/7/2020,2020,8.7,7
Brisbane Lions,R7,18/7/2020,2020,13.1,7
Carlton,R7,19/7/2020,2020,9.7,7
Collingwood,R7,16/7/2020,2020,8.9,7
Essendon,R7,17/7/2020,2020,7.9,7
Fremantle,R7,19/7/2020,2020,5.2,7
Geelong,R7,16/7/2020,2020,5.5,7
Gold Coast,R7,18/7/2020,2020,13.14,7
Greater Western Sydney,R7,18/7/2020,2020,10.8,7
Hawthorn,R7,19/7/2020,2020,7.6,7
Melbourne,R7,19/7/2020,2020,14.7,7
North Melbourne,R7,18/7/2020,2020,2.11,7
Port Adelaide,R7,19/7/2020,2020,9.1,7
Richmond,R7,18/7/2020,2020,11.11,7
St Kilda,R7,20/7/2020,2020,12.6,7
Sydney,R7,18/7/2020,2020,9.6,7
West Coast,R7,19/7/2020,2020,9.8,7
Western Bulldogs,R7,17/7/2020,2020,14.9,7
Adelaide,R8,26/7/2020,2020,8.11,8
Brisbane Lions,R8,26/7/2020,2020,7.11,8
Carlton,R8,25/7/2020,2020,9.1,8
Collingwood,R8,26/7/2020,2020,6.9,8
Essendon,R8,26/7/2020,2020,9.8,8
Fremantle,R8,27/7/2020,2020,2.4,8
Geelong,R8,27/7/2020,2020,6.12,8
Gold Coast,R8,23/7/2020,2020,6.1,8
Greater Western Sydney,R8,24/7/2020,2020,9.8,8
Hawthorn,R8,25/7/2020,2020,7.11,8
Melbourne,R8,26/7/2020,2020,7.7,8
North Melbourne,R8,25/7/2020,2020,9.3,8
Port Adelaide,R8,25/7/2020,2020,6.8,8
Richmond,R8,24/7/2020,2020,6.14,8
St Kilda,R8,25/7/2020,2020,12.1,8
Sydney,R8,25/7/2020,2020,9.6,8
West Coast,R8,26/7/2020,2020,18.3,8
Western Bulldogs,R8,23/7/2020,2020,7.9,8
Adelaide,R9,1/8/2020,2020,7.8,9
Brisbane Lions,R9,31/7/2020,2020,14.7,9
Carlton,R9,31/7/2020,2020,9.4,9
Collingwood,R9,2/8/2020,2020,7.7,9
Essendon,R9,31/7/2020,2020,3.1,9
Fremantle,R9,2/8/2020,2020,10.1,9
Geelong,R9,1/8/2020,2020,10.4,9
Gold Coast,R9,2/8/2020,2020,4.11,9
Greater Western Sydney,R9,2/8/2020,2020,9.7,9
Hawthorn,R9,31/7/2020,2020,14.5,9
Melbourne,R9,30/7/2020,2020,4.8,9
North Melbourne,R9,1/8/2020,2020,19.5,9
Port Adelaide,R9,30/7/2020,2020,12.11,9
Richmond,R9,29/7/2020,2020,13.12,9
St Kilda,R9,1/8/2020,2020,15.11,9
Sydney,R9,1/8/2020,2020,6.12,9
West Coast,R9,1/8/2020,2020,11.7,9
Western Bulldogs,R9,29/7/2020,2020,7.7,9
Adelaide,R10,5/8/2020,2020,5.7,10
Brisbane Lions,R10,4/8/2020,2020,4.17,10
Collingwood,R10,6/8/2020,2020,6.14,10
Essendon,R10,7/8/2020,2020,8.7,10
Geelong,R10,5/8/2020,2020,13.12,10
Gold Coast,R10,6/8/2020,2020,11.8,10
Greater Western Sydney,R10,7/8/2020,2020,8.11,10
Melbourne,R10,5/8/2020,2020,13.1,10
North Melbourne,R10,5/8/2020,2020,9.3,10
Port Adelaide,R10,3/8/2020,2020,8.7,10
Richmond,R10,4/8/2020,2020,12.1,10
St Kilda,R10,6/8/2020,2020,12.6,10
Sydney,R10,6/8/2020,2020,6.5,10
Western Bulldogs,R10,3/8/2020,2020,5.12,10
Adelaide,R11,11/8/2020,2020,5.8,11
Brisbane Lions,R11,8/8/2020,2020,14.12,11
Carlton,R11,9/8/2020,2020,7.8,11
Collingwood,R11,11/8/2020,2020,10.2,11
Essendon,R11,12/8/2020,2020,11.7,11
Fremantle,R11,10/8/2020,2020,7.6,11
Geelong,R11,10/8/2020,2020,14.9,11
Gold Coast,R11,12/8/2020,2020,11.7,11
Hawthorn,R11,10/8/2020,2020,4.8,11
Melbourne,R11,9/8/2020,2020,13.14,11
North Melbourne,R11,9/8/2020,2020,5.5,11
Port Adelaide,R11,8/8/2020,2020,13.15,11
Richmond,R11,8/8/2020,2020,11.6,11
St Kilda,R11,10/8/2020,2020,4.1,11
West Coast,R11,9/8/2020,2020,11.6,11
Western Bulldogs,R11,8/8/2020,2020,11.6,11
Adelaide,R12,16/8/2020,2020,8.6,12
Brisbane Lions,R12,15/8/2020,2020,7.11,12
Carlton,R12,15/8/2020,2020,5.1,12
Collingwood,R12,15/8/2020,2020,6.8,12
Essendon,R12,16/8/2020,2020,5.3,12
Fremantle,R12,15/8/2020,2020,5.6,12
Geelong,R12,14/8/2020,2020,14.7,12
Gold Coast,R12,17/8/2020,2020,4.8,12
Greater Western Sydney,R12,13/8/2020,2020,3.7,12
Hawthorn,R12,16/8/2020,2020,7.7,12
Melbourne,R12,15/8/2020,2020,16.4,12
North Melbourne,R12,15/8/2020,2020,8.4,12
Port Adelaide,R12,14/8/2020,2020,4.7,12
Richmond,R12,17/8/2020,2020,8.5,12
St Kilda,R12,16/8/2020,2020,10.8,12
Sydney,R12,13/8/2020,2020,10.6,12
West Coast,R12,16/8/2020,2020,12.9,12
Western Bulldogs,R12,16/8/2020,2020,16.15,12
Adelaide,R13,23/8/2020,2020,5.7,13
Brisbane Lions,R13,23/8/2020,2020,6.14,13
Carlton,R13,21/8/2020,2020,7.18,13
Collingwood,R13,24/8/2020,2020,10.5,13
Essendon,R13,22/8/2020,2020,10.1,13
Fremantle,R13,22/8/2020,2020,7.8,13
Geelong,R13,23/8/2020,2020,9.11,13
Gold Coast,R13,21/8/2020,2020,4.3,13
Greater Western Sydney,R13,23/8/2020,2020,7.7,13
Hawthorn,R13,22/8/2020,2020,9.4,13
Melbourne,R13,22/8/2020,2020,7.1,13
North Melbourne,R13,24/8/2020,2020,5.5,13
Port Adelaide,R13,22/8/2020,2020,9.14,13
Richmond,R13,22/8/2020,2020,10.13,13
St Kilda,R13,23/8/2020,2020,7.6,13
Sydney,R13,22/8/2020,2020,2.7,13
West Coast,R13,23/8/2020,2020,9.7,13
